	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000353.2.4f6acbc5-3a97-4e8f-9a06-b4d65956b678.fc.signal	9.80025	6.57917	6.36028	4.69272	1.54333	0.957952	1.38023	1.02386	6.14633	5.67181	2.23468	2.84018	7.17077	9.71752	11.0014	17.2269	10.6953	15.9291	15.3108	12.8913	11.4493	16.1666	20.363	21.2749	18.2262	20.3789	26.7496	24.5809	14.6386	18.7904	14.8006	23.5934	21.5636	16.3336	16.3398	14.2571	3.7806	4.459	5.62436	6.01041	10.0766	14.9228	14.4385	16.2171	21.6384	26.3708	26.3479	0.451983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	2.29051	2.74153	2.60287	1.51161	1.2279	1.58815	2.16644	2.47427	3.03882	2.79305	1.57308	1.41658	2.21664	2.80226	1.94501	1.77613	2.4495	3.16622	2.9263	2.10531	1.90641	2.49803	2.71646	2.20044	2.23333	2.75114	2.41967	2.50672	3.06186	2.87638	2.51872	1.70643	1.37577	1.12839	1.08712	0.927771	0.68174	0.550873	0.394035	0.402893	0.868796	1.31944	1.94161	1.97033	1.61419	2.47898	3.28953	0.123193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	7.76767	3.48615	4.56939	7.12143	5.18325	3.09466	3.25583	5.41527	5.66904	6.36601	6.58996	4.53125	3.93501	7.58186	9.90486	5.96817	6.87553	7.61684	9.08289	8.62675	5.20244	5.36613	6.17797	5.84676	5.34422	5.85695	5.05581	8.44335	9.5937	10.5286	8.39771	9.96866	13.3184	11.1569	11.4713	9.0419	5.22239	5.02759	2.84151	1.39422	4.23604	4.25129	5.07728	5.65075	9.85507	9.88386	10.3543	0.22684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	4.81482	3.63848	3.10505	2.34442	2.41787	1.52272	2.40449	5.86317	4.32012	5.0801	2.79922	1.73542	2.86498	5.11213	5.50096	3.24122	2.89275	4.38941	4.10016	3.64395	4.50171	3.23649	2.5159	5.25726	4.87022	3.80279	3.19141	1.9834	0.761025	1.99944	5.17307	4.26694	3.97739	4.02435	2.89515	2.41818	1.97295	1.07323	2.68502	1.22495	3.08128	2.07948	2.53891	3.33198	3.65882	5.80115	4.61379	0.264984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000284.2.87bd20a0-67fa-4d09-8be1-5af82b2135f8.fc.signal	9.76508	7.38701	3.98609	1.81632	1.02653	0.308507	1.83329	2.87307	3.86739	6.64446	6.07784	6.39872	9.72262	10.5204	12.3037	20.1761	15.0495	19.5349	24.4107	24.3947	24.4492	22.8977	23.8305	14.6397	15.5298	25.5225	23.2064	24.7109	25.6494	27.6826	28.7575	26.3822	21.4145	24.587	24.0466	15.4281	11.3174	12.279	7.79604	7.72553	9.21722	16.4679	18.8073	21.9424	22.8921	30.0575	32.194	0.392625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	13.2774	8.54067	10.3464	5.57907	5.28781	5.31083	4.18245	5.14288	5.88095	6.64406	5.33469	5.43786	6.94016	10.5322	12.8347	12.6015	14.4362	15.3303	15.3757	15.0964	12.2447	11.8319	12.9447	15.0783	12.3708	14.7159	14.7235	16.2996	16.2174	15.1541	17.2183	10.6545	9.2037	11.0348	10.3606	7.98999	5.26272	5.26333	3.33192	1.70621	4.25255	5.85691	7.05716	6.67385	10.0325	12.2929	13.0742	0.208411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	3.0159	2.80993	2.66673	1.99621	1.16646	0.805795	1.40372	3.29288	3.67084	3.7278	1.2155	0.498502	1.81005	5.04735	2.69245	2.13546	3.78958	5.53497	6.87412	4.02609	3.06326	3.37892	2.56219	4.14096	4.75871	3.94112	3.73376	4.33006	5.66312	4.76798	5.13714	3.85448	4.84623	5.08444	2.8936	2.28145	1.24212	1.50029	1.43374	0.951994	1.56191	2.06721	3.0125	3.58625	4.68368	6.00638	7.12464	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	5.96289	5.60377	3.54973	4.40047	2.66269	2.16637	2.10884	2.7091	4.54338	4.5008	3.01882	3.63311	3.56052	6.22693	5.48879	6.2184	5.34509	4.69481	6.27612	7.02089	4.19418	7.1392	6.51081	5.53799	7.45622	5.87772	6.09632	5.63546	3.89514	4.5519	7.29017	6.64924	7.86789	4.76293	3.49354	4.41263	2.45398	3.78632	4.51499	2.36608	2.68222	3.9197	4.84256	5.28544	5.69414	8.5256	7.34846	0.238908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000867.3.27069d93-b631-4404-a40f-fc7ac420cf42.fc.signal	0	0.660738	3.05958	3.66924	2.27985	0.123206	0	1.31128	4.68595	0.914827	0	0	0.158689	2.61837	0.334814	0.315112	6.6172	8.23341	2.11429	0	0	0	1.75851	4.03541	1.11813	0	0	0	0	0	0	0	0	0.914856	2.44972	0.196043	0	0	0	0	0	0	0	0	0.0101652	6.28181	8.29724	0.601831
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	1.18583	1.39533	1.62468	1.64009	2.30661	1.92549	1.69304	1.36263	1.10899	1.12505	1.96601	2.58878	1.33289	1.39813	2.25298	2.01446	1.66209	1.48907	1.0125	1.77905	2.57446	1.66469	1.252	2.21398	1.40248	1.23705	1.27371	0.732391	1.31663	0.899966	0.499851	1.11939	2.56739	1.49395	0.55256	0.505206	0.340439	0.38776	0.409133	0.473562	0.762708	0.682943	0.82752	0.734133	1.03344	1.34747	0.605087	0.208009
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	5.15423	3.42063	2.85232	2.32249	0.729566	1.67715	2.26677	3.42715	2.65205	2.70687	1.93749	1.20583	1.02459	2.20207	1.66798	2.6155	4.01399	5.07518	5.73088	2.71041	3.25574	1.85927	2.11558	4.41157	2.83729	5.2996	4.40072	2.75477	5.7656	7.28994	6.10107	5.57444	5.57704	3.10484	2.00749	2.33067	2.86463	4.31206	3.72024	3.40412	3.89885	4.32216	5.2484	4.8927	3.04112	3.89991	3.18424	0.60793
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.3ad99a92-6066-418f-95ef-51ed964a0d0c.fc.signal	4.71692	5.18771	7.3712	8.49012	5.03877	3.02513	6.62206	5.4911	5.7463	7.00785	3.62285	2.30064	9.69455	12.4272	9.13816	10.2876	7.93253	11.1093	11.0352	8.80481	7.03285	6.57428	13.0157	12.8008	19.457	13.5316	12.9477	24.6807	23.9644	18.8127	19.5244	18.5924	16.5879	11.5096	14.8219	11.2725	7.93706	6.3021	5.47398	5.23062	5.88081	11.7649	8.67247	7.65549	11.2309	14.016	12.7055	0.508135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.39f2a04f-5ab3-46a3-91a8-91641dbab08a.fc.signal	1.35794	1.7929	1.69608	1.93278	0.80967	0.811416	1.38927	0.958116	1.87848	2.73132	1.98578	1.21831	1.70317	2.73874	3.79281	2.8651	4.27411	6.00056	3.00543	4.76786	6.87823	8.32151	3.27261	4.27277	4.01805	4.16521	4.22891	2.99775	6.27563	5.01959	4.58692	4.78854	4.60166	5.84146	4.43839	3.39144	1.92998	3.07233	3.58104	2.58906	3.07813	2.75554	5.81936	4.80835	3.00158	6.72457	9.72542	0.54014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bcfa2f24-6276-4a64-96e6-3f1abe06b88e.fc.signal	1.11379	1.42429	1.85407	1.47381	0.814289	0.477318	0.423348	0.730211	1.14633	1.1522	0.695717	1.1231	1.0507	1.5723	1.8334	1.74593	1.38559	1.65507	2.01757	1.72306	1.90912	1.93206	4.3493	2.48905	2.58671	3.44199	2.15705	1.54417	1.15212	0.87477	1.23478	1.06533	1.11421	1.2464	1.56226	1.44807	0.836843	0.133793	0.288588	0.462395	0.838427	1.598	1.89859	2.10116	2.10161	2.30379	2.2539	0.62355
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001460.1.82b45364-a56c-42d4-addc-99df97d473fb.fc.signal	7.82298	6.82338	7.60691	6.80782	3.87036	2.60703	2.89878	3.29037	4.38823	4.09397	3.24889	2.97699	4.27727	6.76557	9.03793	11.5093	11.2473	11.6607	12.5474	13.5858	9.72261	16.0823	13.3306	7.19515	7.64623	10.8117	20.4056	24.0251	22.6454	16.0958	11.618	15.6554	15.6976	11.6644	12.7674	8.17073	6.28179	5.48516	3.77732	2.69387	4.05041	5.1286	6.12924	8.85654	12.5524	14.1367	11.2845	0.746347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	5.63763	5.71199	3.69664	1.25561	0.578321	0.0340278	0.745594	5.99696	3.42868	4.74942	0.985381	0.220828	3.04069	6.53395	4.41112	3.79218	6.58596	7.80235	7.8214	8.18652	5.01531	5.83977	4.83286	4.38776	4.36804	8.3773	10.7661	13.3794	12.3211	9.11793	7.1026	7.72227	9.37838	7.77144	8.14076	6.3023	2.25404	4.52437	3.8373	3.50252	3.96672	5.3338	4.98932	3.90629	6.90681	6.93505	11.1768	0.246802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	1.5208	1.36298	1.66459	1.28487	0.472181	0.36522	0.421819	1.1908	1.21561	1.23033	0.867579	0.689641	0.948311	0.678659	1.16927	1.32949	1.89554	1.99611	2.30026	3.20732	2.19061	1.46878	1.72843	2.24739	1.35967	1.30439	1.87469	1.51091	1.35165	1.13342	1.31213	1.86867	1.90245	1.59369	1.28908	1.6894	1.11741	1.20717	0.85907	0.942654	1.11497	1.07836	1.62947	2.10603	1.78144	1.78281	1.61714	0.292477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	1.28155	1.35929	1.25996	1.71065	1.91751	1.59906	1.45203	1.6587	1.66029	1.57417	1.88895	1.66181	1.44146	1.34594	1.77522	2.6596	3.46932	2.68056	2.13339	2.26678	1.56876	1.02859	2.55071	4.53188	4.31125	3.04846	2.22829	1.73756	1.61335	1.4704	0.840615	0.492891	0.88919	1.11937	0.664561	0.748687	0.754459	0.944862	0.488355	0.247408	0.582056	0.94043	1.37046	1.34433	1.3069	1.91306	2.85332	0.319224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.3ac826bb-c219-4eb4-ae1e-412d5ac0b154.fc.signal	3.13949	7.03003	2.33691	1.69653	0.279419	1.19398	0.628677	1.08611	1.6064	1.56815	3.11211	2.84408	1.5047	5.04665	7.75698	5.32337	6.229	7.639	6.32592	3.73148	4.6492	6.6311	5.6547	4.37482	5.27976	8.02545	13.7715	6.19257	6.84597	2.55977	2.87864	3.80469	3.73183	5.66923	5.18531	2.82416	2.9888	2.11366	3.13024	3.61649	2.37532	1.59675	4.61611	4.05738	4.37907	8.51395	14.1302	0.440465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000774.3.c74b9473-7abb-43f6-8885-3c40e0552ac6.fc.signal	6.97831	6.1592	1.14627	3.84203	3.12057	2.83213	4.15445	3.03205	4.17554	2.08234	1.30757	0.72353	3.56339	5.13164	7.17007	6.52854	1.13841	0.886957	1.20888	0.407379	1.33448	2.31896	1.42213	2.31792	1.36689	4.78832	3.46541	3.9427	5.14616	1.96397	3.10855	2.26059	3.68247	2.78049	3.32137	3.47467	3.34334	3.68723	2.08195	1.59311	1.0667	1.45824	0.870496	0.70475	0.772403	1.25455	1.77121	0.502523
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	1.85651	2.23207	3.10184	2.87541	3.17234	3.36228	3.82738	2.79504	2.48077	2.76058	3.7881	3.23611	3.03772	2.90597	2.67025	2.16129	2.58133	2.9998	2.98777	2.89257	1.90398	1.81295	2.6917	3.6704	3.15621	3.27129	2.32815	2.27898	1.98504	1.19003	0.976088	1.3773	1.42438	1.42961	1.26379	1.43364	1.59771	1.92854	1.5436	0.614109	1.68324	2.88524	2.13778	2.04178	2.62116	2.71105	2.39028	0.221053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.21819112-b709-4256-a74d-0e6ec96e0be8.fc.signal	5.51546	4.85717	3.96517	3.08617	2.84047	3.29702	3.02292	3.77078	2.76597	3.02292	4.20943	4.55755	3.53522	2.97993	5.32575	5.65175	4.25005	4.30629	3.33568	4.30768	5.72592	4.9446	5.40918	7.52763	7.08311	5.95799	6.68944	4.22922	2.13698	1.1307	1.14321	2.52139	3.91886	3.36682	2.316	2.14273	2.25153	2.99869	1.5088	1.48831	2.29476	2.95641	2.96873	3.2149	3.84378	3.69873	2.75436	0.510281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e1fd1411-fa6d-4e9d-8b94-fee7dda1365c.fc.signal	1.51764	1.35834	1.9841	1.36513	0.986061	1.22599	1.48999	0.885629	1.16172	1.77638	0.782194	0.699295	1.08907	1.20785	0.959999	0.935811	0.75141	1.14718	1.20617	1.2626	0.929212	1.06083	1.08051	1.2165	1.313	1.92509	1.1865	0.667658	0.424833	0.727459	0.885599	0.695836	0.537703	0.465865	0.486396	0.423115	0.274104	0.468449	0.429127	0.537037	0.971938	1.11898	1.33348	0.947775	0.918947	1.40533	0.697823	0.258578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.40563a1e-eb2a-4c6e-bd0b-903d353efee9.fc.signal	1.2025	1.73031	3.86811	1.53969	1.64892	1.54111	1.64217	2.54407	2.82507	2.7094	1.76986	1.79897	1.63018	1.35475	0.763327	1.15627	1.04959	0.955469	0.94192	3.18735	3.33621	2.50717	2.59811	3.43534	3.18292	3.10606	1.39656	0.239034	1.1904	0.776372	2.03274	1.39398	1.14913	1.01949	0.547754	1.29415	1.19114	1.84814	1.75969	0.684351	1.11199	1.55475	1.2992	1.16179	1.65781	1.38038	1.24518	0.276632
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.8e264ed8-afdd-468a-8bbe-7ea6fcae8b7f.fc.signal	7.95233	3.063	2.88168	1.83707	0.0535993	0	0	1.2543	2.0535	1.29268	0.290479	0	0.897769	7.58001	6.722	6.24019	7.458	9.84203	17.785	20.9347	9.24527	11.2559	8.49508	3.50949	7.46775	17.1558	21.1185	26.8009	33.2344	20.7479	20.4503	7.51409	17.8985	8.21167	11.9239	8.35001	1.93407	2.40981	3.02716	1.79201	3.54103	9.6081	15.5706	10.8867	15.3432	27.6687	28.0669	0.132791
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.b8e8499a-a8fb-45d6-acd8-26f02567ad12.fc.signal	2.16639	1.03256	0.515315	0.551419	0.334467	0.186012	0.257483	0.403275	0.504126	0.582784	0.0644542	0.230322	0.731316	1.40402	3.45429	4.79485	3.78917	7.33008	10.852	7.04784	6.74915	5.87251	9.29743	7.45364	7.42622	8.50406	9.31051	10.7148	10.7229	7.70385	11.5895	9.33711	6.70384	5.21547	6.44852	5.65427	3.09393	3.25967	3.12469	2.40264	3.30799	4.51002	4.1745	9.80248	10.7957	9.5481	13.427	0.754503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001486.1.9afd5de2-13d1-4231-b8d7-af7ac6d1d2e0.fc.signal	2.41682	1.02524	0.822268	1.72417	1.13545	0.567998	0.286355	1.27354	1.96669	1.18172	0.979715	1.25542	1.67257	3.14938	2.08892	2.94936	2.27027	3.91707	4.99888	4.34142	3.74462	6.40902	5.16811	5.51983	4.70992	7.58158	7.70186	8.5368	9.92829	5.21191	5.22215	5.40444	4.7448	3.00865	5.22136	2.88296	1.48605	1.57486	1.83789	1.05411	1.42284	1.95501	1.64858	1.95331	3.49881	3.39458	5.3559	0.581395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.71c9825b-8f84-4929-97f3-4b92c6206f1e.fc.signal	1.65008	1.73983	0.913984	0.436519	0.549656	0.692618	0.709457	0.479293	0.996977	1.14295	0.415534	0.43225	1.56598	2.49369	2.85796	2.34437	1.93631	2.54662	3.089	1.73926	2.22912	2.27518	1.49365	2.08527	3.20883	3.23177	2.31096	1.60522	1.4179	2.5136	3.63022	2.74825	2.73571	2.37319	2.43601	1.87419	1.62885	1.33631	0.757556	0.332245	1.20232	2.06953	2.07112	3.24571	2.00462	3.22693	4.07798	0.856474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.a403a141-f90f-4e1e-98ae-0bc5d07833bf.fc.signal	5.8891	6.96673	5.48001	3.41071	2.40651	0.85509	2.84631	4.40652	3.47797	4.67854	2.24132	0.864878	3.62023	7.75096	4.38451	2.73611	6.96042	8.7226	9.62927	7.34488	5.23113	6.48828	4.28249	3.98898	4.43099	5.10964	5.23296	6.18493	5.21028	4.99403	5.05752	4.71153	7.50168	7.30864	6.00098	4.02406	2.87008	2.69436	2.16772	1.7496	2.36431	2.93582	2.38597	2.60737	3.65778	5.02352	5.87216	0.6271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000347.2.21d188a1-4a89-4686-a389-e2fc01ab5221.fc.signal	6.91259	2.55857	1.7447	1.17045	0.901283	0.665123	0.569536	1.16792	1.48898	3.27706	1.07721	1.44672	2.9879	5.93512	10.2272	12.3601	15.5306	15.0444	14.4635	14.1435	10.2233	7.40288	11.687	15.5748	15.3966	21.4419	20.9093	24.2314	26.9276	15.2806	11.7183	17.3015	9.98045	11.7207	14.4267	8.16033	4.11917	4.08162	2.507	1.24581	3.15874	2.63897	3.51495	7.40118	10.8715	8.82002	7.11748	0.593842
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.49890929-0215-4581-a0a6-6082ef7a066c.fc.signal	2.19317	2.47116	2.54455	1.42629	1.67008	1.31703	0.579201	0.409509	1.65741	0.848611	0.399457	1.60629	2.09659	1.22207	1.30345	1.8733	1.46888	2.46502	3.58106	1.77324	3.79576	6.60024	6.40414	4.206	8.14587	6.90186	5.18306	4.60933	4.6345	4.48225	5.01737	5.45108	3.47501	3.77368	1.56808	4.75989	4.48229	2.92135	1.16997	1.50112	4.7269	5.11245	2.70765	7.3209	7.96465	4.59813	5.25881	0.493606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.b04c1667-5df4-43cb-a2ab-4a07445dc015.fc.signal	2.89027	2.74847	2.31452	1.48799	1.09627	1.23608	0.841846	1.09504	1.49739	1.22925	1.83176	1.20341	1.71757	2.2108	2.38232	2.01429	3.24947	3.74291	2.46899	1.65289	1.63143	2.55591	1.9904	1.45393	1.84459	2.19373	2.33786	2.04623	1.47252	1.36172	1.28542	1.20713	1.0486	1.06128	1.13348	0.779994	0.443954	0.54525	0.740819	0.955792	0.833039	0.663442	0.98566	0.67641	0.812165	2.31911	2.51365	0.190867
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.05642e3c-a160-4342-bda6-fdaa4b0b7e66.fc.signal	3.8709	3.83688	1.60902	0.110074	0	0.0451645	0.729128	2.72676	3.61885	3.31492	1.34093	0.322566	1.76983	3.09917	4.21084	4.66973	3.3458	2.93706	2.33614	2.29699	3.86267	5.08525	4.54755	3.88316	3.36896	3.87637	3.50945	2.17547	2.02367	2.09378	2.53638	2.37562	2.33633	1.94988	1.86459	1.68365	1.44583	1.45226	1.06069	0.571434	0.837104	1.31705	1.8292	2.03245	2.52094	2.34608	2.04163	0.748747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.1e76f479-733a-4b6f-88c7-efe3d559775e.fc.signal	7.08988	5.63008	3.33142	4.0225	3.30525	3.08111	3.4843	3.58162	4.10361	2.61694	3.73932	2.34748	2.10963	4.14502	4.68865	5.74947	5.25933	5.3776	5.9357	4.97683	3.342	7.45348	5.6264	6.51599	4.89685	7.29924	6.03235	6.15536	8.80032	8.77822	5.53778	7.85412	8.90143	7.07209	7.79983	7.17414	4.85566	4.46679	4.08872	4.98262	5.55801	4.2102	3.05364	4.10456	4.18786	5.61368	6.02671	0.0484759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.bd401bc7-9584-4daf-b6e9-896dcf3c0a4c.fc.signal	1.24132	1.00074	1.45687	1.30908	1.57906	1.23132	1.14618	1.08575	0.982983	1.12593	1.47675	1.11514	0.600538	0.658378	0.358033	0.946684	1.47097	0.928906	0.742741	0.778092	0.832932	0.807665	0.846633	0.676592	0.341724	0.851706	1.65234	1.13172	0.66478	0.448984	0.505287	1.16134	1.15734	0.371842	0.547146	0.502814	0.280516	0.447464	0.483777	0.602493	0.914786	0.459734	0.402785	0.3999	0.474217	1.53524	1.70928	0.318766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.32f96f36-e33f-4e3d-b54e-16162d591510.fc.signal	16.7237	13.3356	11.3105	10.8456	3.93293	2.5226	7.707	6.05211	7.068	8.13086	3.07386	2.36508	6.53198	6.70428	9.68943	12.8745	18.524	22.4536	24.7508	21.1991	20.4552	24.8351	19.8507	20.0867	26.4281	26.2352	31.9648	27.3287	17.2616	23.7213	23.2169	17.5184	10.7093	19.7166	24.1464	15.5516	11.6934	12.2345	8.03033	4.88323	9.8483	13.7635	13.5878	15.466	19.9181	21.8252	22.2674	0.458586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.6d9a89cf-1bb4-4db6-850b-ad32b7e2a591.fc.signal	0.798887	1.42529	2.22693	3.05759	1.7646	2.2504	0.744259	2.30069	3.72349	2.73572	2.21262	2.3961	1.74158	2.3143	2.59461	1.88588	1.16773	1.64835	1.56182	2.2987	2.12065	1.0413	1.4532	2.61588	2.44859	2.11177	2.05096	3.03888	2.04944	1.95378	2.66143	1.58196	1.23877	1.26895	1.46198	1.57872	1.34954	0.610178	0.367751	0.28144	0.883324	1.13345	2.02517	2.55228	1.57801	2.07011	1.84178	0.401361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	2.52897	1.98031	1.51235	0.756658	0.326132	0.219367	0.281225	1.04314	1.66356	1.49202	0.798137	0.524281	0.960888	0.715595	0.762061	0.963949	0.966313	1.39658	1.32019	1.26442	1.20105	1.70411	1.72526	1.5178	1.31536	1.35143	1.53716	0.958917	1.5469	1.31063	1.23759	1.41529	1.38895	1.0664	0.740573	0.780091	0.584751	0.354191	0.37455	0.493782	0.833252	0.468218	0.816428	0.972873	0.998064	1.69298	1.51465	0.131818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	5.23866	4.07886	2.76544	4.17888	5.22547	3.62299	3.948	5.56166	4.48763	2.97455	1.75333	2.22243	2.15206	3.75295	4.55993	4.62953	3.96059	4.27284	6.46872	6.21277	7.25362	7.06209	7.38011	6.04513	4.30233	3.95084	6.12823	4.28591	6.04532	4.45134	3.6181	4.38368	5.01693	5.44728	5.43447	4.60911	2.45734	2.27768	1.64664	2.28971	2.60412	1.51907	2.37522	4.40856	5.74609	6.58305	6.63503	0.26561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.2cafda9b-dfc1-4231-8ed9-6249d923a6a9.fc.signal	0.90046	0.696834	0.94707	1.21238	0.743607	0.495531	0.849386	0.988081	0.630281	0.775625	1.3897	0.856835	0.746289	1.06011	0.861451	0.736967	1.20382	1.22906	0.500109	0.442763	0.444479	0.527063	0.719199	1.0306	0.977877	1.17889	0.677553	0.375084	0.196743	0.243189	0.580379	0.269583	0.380803	0.502427	0.286753	0.210148	0.389278	0.894105	0.872341	0.792157	0.625152	0.440467	0.943452	0.910794	0.747387	0.364759	0.57417	0.250357
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.cf49d1cb-058e-408d-80ee-cd8819b68335.fc.signal	7.9707	4.01382	2.86107	3.07051	2.32008	1.92422	2.08083	2.04825	3.79359	3.16401	1.36849	1.99595	3.38211	6.86808	8.93528	12.4742	11.4218	15.6734	20.052	15.803	11.2755	7.76095	11.577	12.4569	9.75615	14.8351	17.2575	24.0024	13.2442	15.3754	17.2254	19.248	15.5415	10.6657	9.20755	9.59686	5.83895	6.68491	6.66865	2.9592	4.95843	5.0329	7.64135	8.49007	18.3987	16.8923	20.5178	0.747001
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.edd174d9-379d-4ee2-93f9-dcd7dae1e0ef.fc.signal	9.16403	8.36873	8.52043	4.05895	1.91996	0.858429	1.06083	3.38779	3.81375	3.62067	3.28745	3.54259	5.90968	8.38591	12.2185	15.9675	13.1262	11.1707	6.63644	9.30978	13.0051	16.2373	8.31311	10.4656	12.4784	12.4908	18.878	18.9902	16.7579	9.06614	11.3709	9.73582	6.66613	7.62617	6.03862	3.85202	2.54461	2.32328	2.17546	4.12243	7.31478	9.55766	11.4243	12.652	10.3133	16.9424	14.5897	0.627868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0.939821	1.26289	2.76379	2.23687	0.884639	1.39646	3.72809	1.93036	2.11359	2.04884	1.38832	1.90465	0.818984	1.08214	0.7318	0.744725	0.584122	1.06722	1.01683	0.299584	1.33692	0.479448	0.62077	1.44465	1.47712	1.03836	0.914184	0.433084	0.440273	0.275819	0.11454	0.389072	1.06349	0.545592	0.157712	0.257165	0.241682	0.467591	0.551551	0.892564	0.864571	0.856793	1.85981	1.19824	0.506087	0.958505	1.80771	0.0317319
