	chr9:133664266-133664415	chr9:133664416-133664565	chr9:133664566-133664715	chr9:133664716-133664865	chr9:133664866-133665015	chr9:133665016-133665165	chr9:133665166-133665315	chr9:133665316-133665465	chr9:133665466-133665615	chr9:133665616-133665765	chr9:133665766-133665915	chr9:133665916-133666065	chr9:133666066-133666215	chr9:133666216-133666365	chr9:133666366-133666515	chr9:133666516-133666665	chr9:133666666-133666815	chr9:133666816-133666965	chr9:133666966-133667115	chr9:133667116-133667195	chr9:133667196-133667265	chr9:133667266-133667415	chr9:133667416-133667565	chr9:133667566-133667715	chr9:133667716-133667865	chr9:133667866-133668015	chr9:133668016-133668165	chr9:133668166-133668255	chr9:133668256-133668315	chr9:133668316-133668395	chr9:133668396-133668465	chr9:133668466-133668525	chr9:133668526-133668565	chr9:133668566-133668615	chr9:133668616-133668765	chr9:133668766-133668805	chr9:133668806-133668845	chr9:133668846-133668915	chr9:133668916-133669065	chr9:133669066-133669215	chr9:133669216-133669268	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.da6810f6-9895-4595-a0d7-9cc3f7019bd2.fc.signal	0	0	0	0	0.797693	0.689736	0.579075	0.147418	0.220216	0.382985	0.544107	0.308321	0.462485	0.877893	0.282913	0.683058	0.322814	0.195841	0.164653	0	0	0.276791	0.303826	0.423858	1.4108	0.564544	0.387453	0.329603	0.103859	0	0	0	0	0	0	0	0	0	0	0	0	0.387097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.f6030e61-e9c0-4b19-9d0e-f1e53212e793.fc.signal	0	0.12373	0.120363	0	0.0031104	0.221912	0.0244097	0.227259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0479777	0.196117	0.21295	0.195487	0.0221144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353808
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.227d235e-5d49-4e40-8c2e-3e1ec3df47e3.fc.signal	0.301864	0.0598705	0.156208	0.215815	0.345912	0.0190966	0	0.0332317	0.336176	0.0109479	0.110983	0.122167	0.0163463	0.216804	0.0326927	0.274446	0.343273	0.321481	0.509397	0.308107	0.12905	0.425485	0.263764	0.731419	0.517045	0.255964	0.177112	0.2581	0.219385	0	0	0	0	0	0	0	0	0	0	0	0	0.889518
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.ac3d233b-983d-44f1-b32e-ea45048d4db5.fc.signal	0.669589	1.17023	1.22052	0.682608	0.491999	0.406776	0.651429	1.19092	0.642804	0.47541	0.39604	0.472552	0.555627	0.636119	0.585418	0.33864	0.712602	0.666009	0.326979	0.176817	0.305405	0.618892	0.617943	0.759491	0.903927	0.938382	0.49933	0.34277	0.449611	0.43049	0.30956	0	0	0	0	0	0	0	0	0.0507175	0.17601	0.36293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.fb569507-616e-4ddb-bce1-2cdd793c15be.fc.signal	0.721721	0.971654	0.774191	0.846021	1.52297	0.612587	0.54201	1.28403	1.01027	0.952643	0.801692	0.0288874	0.0505419	0.362077	0.852859	0.683103	0.72131	0.830235	0.597135	0	0	0	0	0.317754	0.822342	0.47635	0.269466	0.185826	0.27095	0.377562	0.27095	0.0676995	0	0	0	0	0	0	0	0	0	0.929577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.e1cff7ed-c2ef-4b6d-8184-ab7441cefe26.fc.signal	1.22006	0.387923	0.701305	0.410742	1.1866	1.05836	1.3372	2.37776	2.03547	0.693701	0.681232	0.719263	0.460629	1.0512	1.30982	1.37828	0.890444	0.0739028	0.323752	0.209529	0.0521869	0	0.0645557	0.416932	0.517159	0.4094	1.36814	0.831629	0.121701	0	0	0	0	0	0	0	0	0	0	0	0	0.319018
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.04518067-abab-4a89-bf47-1227c4f45354.fc.signal	0.384741	0.247517	0.296282	0.0363077	0.309481	0.202604	0.375544	0.260267	0.307059	0.0989149	0.462862	0.126933	0.18052	0.149264	0.259122	0.120284	0.192524	0.125362	0.286547	0.485969	0.227313	0.249341	0.0819015	0.348747	0.294389	0.692538	0.467579	0.512171	0.374558	0.188646	0.119515	0	0	0	0	0	0	0	0	0	0	0.676504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.416699f9-7423-4550-be49-8f02faa2b0d5.fc.signal	0.89592	0.791124	0.644713	0.938568	0.733539	0.985186	1.1138	0.757026	0.595694	0.668021	0.762447	0.767359	1.11277	0.962354	0.858453	1.07561	1.67851	1.59916	1.93943	1.31545	1.04456	0.757174	0.600163	1.19997	1.61234	2.06677	3.26677	2.14564	0.690391	0.0678443	0	0	0	0	0	0.087078	0.231	0.230594	0.148465	0	0	0.885496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.157a80ac-2af3-454a-beb9-f93ae4d749f1.fc.signal	0.0648435	0	0.0154991	0.243996	0.365373	0.129578	0.172451	0.133089	0.11371	0.198677	0.001713	0.034234	0.0609341	0.0183151	0	0	0.0278428	0.0925605	0.0144599	0	0	0	0	0	0	0.0719163	0.0920896	0.00139956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.7c73acf1-f35f-4974-9a58-4e35890cb8d9.fc.signal	0.231606	0.352687	0.587541	0.568387	0.851212	0.715057	0	1.0461	1.08141	0.189799	0	0	0.549946	0.574446	0	0	0.972802	1.30325	0.348701	0	0	0	0.0197348	0.482971	0.842805	0.818273	0.792186	1.04187	0	0.645538	0.66209	0.297941	0	0	0	0	0	0.331045	0.617951	0.66209	0.312307	0.799145
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.4195ed0b-af56-4a96-a3b0-ca28cc05743c.fc.signal	0.676288	0.0189876	0.535631	0.458928	0.773598	0.907221	0.301414	0.526268	0.566878	1.04433	0.858937	0.630673	0	0.0238559	0.40705	1.07824	0.493646	1.17905	1.59549	0.648872	0.274486	0.702306	0.231534	2.36642	2.99395	1.01005	1.19147	2.99663	1.86283	0.219403	0	0	0	0	0	0	0	0	0	0	0	0.736296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.5e5b25af-d97d-461f-8d8a-fbde27405ef2.fc.signal	0.176552	0.212994	0.493782	0.694182	0.447161	0.193333	0.570396	0.539307	0.7566	0.605781	0.250921	0.153476	0.0459536	0.220621	0	0.0597133	0.21139	0.447895	0.164723	0.0885694	0	0.0257315	0.425605	0.442122	0.4394	0.417285	1.1242	0.425902	0.471086	0.275738	0	0	0	0	0	0	0	0	0.0927853	0.0404213	0.0572	0.648649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.543a1493-290b-4269-abbe-6f5be0724415.fc.signal	0.226602	0.241959	0.190158	0.181777	0.143495	0.241072	0.241254	0.196042	0.301022	0.338191	0.114708	0.120985	0.10919	0.239672	0.328005	0.328607	0.273382	0.375281	0.438071	0.225278	0.219791	0.16413	0.0724387	0.407888	0.408598	0.368927	0.411664	0.24908	0.127307	0.0536851	0.00708371	0	0	0	0	0.0250245	0.033269	0.0332474	0.0273195	0.0711967	0.240548	0.442529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.d84b63c8-b66b-45e3-807a-f78312228ee9.fc.signal	0.416824	0.486773	0.429289	0.255056	0.44066	0.324594	0.437417	1.03465	0.566633	0.310576	0.321862	0.0536109	0	0	0	0.170103	0.107235	0	0	0.124731	0.13859	0.176535	0.246807	0	0.0286587	0.205596	0	0.140212	0.27736	0.154271	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.a73b7d7a-72c8-4781-91d5-38a6f8ee33c5.fc.signal	0.860304	0.632643	0.416342	0.432965	0.421254	0.416446	0.383546	0.346759	0.167081	0.241236	0.317434	0.0682296	0	0	0	0.0602757	0.44417	0.687558	0.678208	0.657557	0.492629	0.48619	0.39918	0.287431	0.180661	0.169237	0.355318	0.249246	0.0584227	0	0	0	0	0	0	0	0	0	0	0	0	0.621429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.36c88d13-9712-4dd8-b993-ed15aa2b6721.fc.signal	0.892347	1.02561	1.17288	0.180593	0.513463	1.02885	0.98949	0.417293	0.515467	0.646934	0.915146	0.806447	0.263	0.21566	0.797709	1.40606	1.31841	0.867831	0.191113	0	0.187857	0.263	0.296313	0.526	0.345407	0.263	0.112213	0.111044	0.263	0.263	0.263	0.0964333	0	0	0	0	0	0	0	0	0.0793962	0.935897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.2decf229-d57c-4c34-87d3-51ccee560986.fc.signal	0.00924793	0.351705	1.15339	1.05637	0.372272	0.148028	0.196322	0.751499	0.286179	0.295257	0.383271	0.385667	0.0295611	0.0819293	0.203674	0.0099888	0.0641757	0.629213	0.754149	0.219396	0.0993583	0.262483	0.550621	0.638705	0.199292	1.01049	0.784442	0.339564	0.193197	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.802aebed-eb83-4be2-ad4b-531b9669219c.fc.signal	0.692964	2.52051	0.839706	1.35103	1.49579	0.757218	1.68368	1.77041	0.304586	0.694093	0.980116	0.478207	0.452209	0.285189	0.619922	1.26096	1.06068	1.80769	0.79225	0.588158	0.353288	0.14586	0.150236	0.333723	0.136048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.37b1756b-c2c1-491f-92a9-59d886eac908.fc.signal	0.136916	0	0.0762373	0.0953656	0.313804	0.370182	0.150524	0.125957	0.121821	0	0.0193037	0.189689	0.366077	0.249502	0.299272	0.251832	0.0954624	0.163369	0.157539	0.00449038	0	0.0017402	0.304684	0.580943	0.299042	0.163169	0.149914	0.00773422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.e92029f9-8392-4a2c-a025-c83250d53808.fc.signal	6.05434	7.61309	5.48113	3.05154	4.17001	4.31534	3.35379	3.74247	3.72273	5.22945	5.89113	7.44861	7.89469	4.87569	3.70641	3.40962	5.1562	6.166	5.17079	1.63442	0.565088	0.489169	0.386265	3.16324	4.91226	5.56607	6.15507	4.47943	2.16422	0.645496	0	0	0	0	0	0	0.045294	0.660027	0.813371	0.334168	0.0626709	0.58
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.abfd608c-8f4d-4e8d-82cd-a4e3ac1a7eaa.fc.signal	0.0528835	0.171131	0.125306	0	0	0	0	0.0763459	0.0693648	0.0323225	0	0	0.0581226	0.128038	0	0	0	0.01079	0.21239	0	0	0	0	0	0	0	0.191598	0.111232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.281d6dd1-44ba-4f4d-ae43-b97e5c37ba9e.fc.signal	0.177336	0.305052	0.0793413	0.200961	0	0	0.123243	0.128598	0.0585581	0.207815	0.016303	0.199983	0.0662989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634717
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.f9db8d06-2630-4975-9e52-9172ce2a1bd6.fc.signal	3.82773	1.69758	0.8669	1.52641	1.55609	0.85213	0.211349	0.707277	0.325343	1.04512	1.48688	0.553244	1.2185	0.696752	1.23702	2.50709	1.95029	1.11751	1.97214	0.770893	0.300255	0.434157	0.842545	0.932583	1.65774	3.63731	2.62049	1.1716	1.35998	0.67766	0	0	0	0	0	0	0	0.0718573	0.55889	0.00372593	0	0.671875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.e6a2cf05-4442-4900-8653-30cc3d2324ab.fc.signal	0.402765	0.796262	1.0834	1.09079	0.9105	0.492847	0.479542	0.528362	0.553535	0.789623	0.57644	0.333749	0.41446	0.162487	0.230863	0.342145	0.0163096	0	0	0.118375	0.421632	0.457328	0.338459	1.06545	0.881903	0.515596	0.49176	0.520489	0.66599	0.530047	0.313959	0.22195	0.066585	0	0	0	0	0.161706	0.22047	0	0	0.481818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.43827613-54ef-409d-9a0a-96bb52b3ce7f.fc.signal	0.537888	0.398622	0.271136	0.182765	0.256984	0.245064	0.317674	0.422969	0.29553	0.365448	0.330481	0.0207587	0.25637	0.0550105	0	0	0	0.0879794	0.222118	0	0.164587	0.304148	0.333231	0.868817	0.909498	0.182465	0.189655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.2619468f-904f-46bd-8da3-9c85fdeceff5.fc.signal	0.713654	0.432015	1.227	1.17964	1.12581	0.193722	1.37215	1.04204	2.73329	2.44672	1.02999	0.637085	0.0602672	0.9213	2.16122	0.904612	0.947997	0.90838	1.71778	1.70323	0.728816	0	0.495108	1.20116	1.04524	1.896	1.17534	0.394607	0.64572	0.524648	0	0	0	0	0	0	0	0	0	0	0	0.646789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.51849de7-98ef-4359-93cc-7eaf0ea4d31d.fc.signal	0	0.130358	0.691777	0.0547979	0	0	0.0194673	1.69173	0.688065	0.0148983	0.897334	1.23825	0.062573	0.515453	0.524672	0	0	0	0.364615	1.31829	0.550946	0	0.355019	0.923351	0.177198	1.07146	0.112218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438072
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.8acf33db-7deb-4ee2-849a-9a31ff1a6d2b.fc.signal	1.13997	1.55852	2.22763	1.14386	1.40524	1.69716	1.0872	0.341269	0.575484	0.746241	0.385551	0.159723	0.96372	0.883874	1.53096	0.272639	1.4118	2.19965	1.17917	0.398864	0.614933	0.597535	0.673832	0.675694	1.58189	1.09292	2.04587	2.28546	0.722793	0.0154909	0	0	0	0	0	0	0	0	0	0	0	0.624606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.e0ba87df-93d1-418d-8f45-e1c64bd56fa6.fc.signal	1.18549	1.73682	1.15888	0.529185	1.02107	1.38503	0.664788	0.775317	1.22082	1.20495	0.810236	0.971128	0.63413	0.975577	0.334074	0.703662	1.53141	1.52695	1.09679	0.376937	0.414922	0.506994	0.350331	0.738114	0.92557	1.83758	2.49512	1.60874	1.09752	0.44342	0.389591	0.0591387	0	0	0	0	0	0	0	0	0	0.911917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.4164b172-b072-474a-8b05-6452f6b50d11.fc.signal	0	0.233825	0.607734	0.478188	0	0.224584	0.479278	0	0	0.237727	0.653466	0.50943	0	0	0	0	0.411186	0.271448	0	0	0	0.345817	0.360691	0.546615	0.159894	0	0	0	0	0	0	0	0	0.0111554	0.55777	0.543826	0	0	0	0	0	0.544166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.5b385507-1210-4ce0-bdfa-47de98de2809.fc.signal	0.680328	0.730418	1.04194	0.733103	0.708956	0.43389	0.858847	1.01776	0.448503	0.25783	0.644498	0.628389	0.722359	0.40286	0.0966864	0.29742	0.476713	0.431711	0	0	0	0	0.0979203	0.44196	0.520737	0.0672975	0.409773	0.743719	0.080572	0	0	0	0	0	0	0	0	0	0	0	0	0.74269
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.54011ce0-e2f9-4c5b-a8cb-91d5a4005b09.fc.signal	0.343292	0.179573	0.334246	0.359243	0.257876	0.224031	0.309042	0.395583	0.265029	0.207376	0.123679	0.0468829	0.136652	0.309149	0.443511	0.050521	0.0529413	0.312311	0.0958017	0	0	0	0	0	0	0.0625161	0.497902	0.502069	0.22165	0.0937585	0	0	0	0	0	0	0	0	0	0	0	0.640604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.b966e498-d9a0-444f-86dc-2c73303063dc.fc.signal	1.32127	1.49887	1.35579	1.5273	1.27068	0.86438	0.897949	0.76947	0.932149	1.11973	0.586494	0.908374	1.8981	1.28734	0.898333	1.16425	0.87532	1.01138	1.23484	0.329161	0.288034	0.255364	0.622461	0.570096	1.25078	1.46225	1.6856	1.41406	0.409524	0.0157587	0	0	0	0	0	0	0	0.10981	0.249469	0.0949727	0.12607	0.883598
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.d2d5e859-5f7e-4ba2-9ab4-45b7bd789552.fc.signal	0.813842	1.01308	0.630251	0.357519	0.376732	1.2666	0.619994	1.04418	0.897557	0.901291	1.14161	0.74533	1.07452	0.754443	0.705228	0.491548	0.604346	1.65448	0.864917	0.664492	0.312611	0.226696	0.499801	0.526728	0.616675	0.859936	0.974728	0.69421	0.0707867	0	0	0	0	0	0	0	0	0	0	0	0	0.52381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.2d7fdd0a-6f8f-476a-bfea-126f0762ae2f.fc.signal	0.0939	0.163085	0.0123665	0.0697456	0.141118	0.0851451	0.0516713	0.0004236	0	0	0.00646584	0.0740232	0.169769	0.105446	0	0	0	0	0.0037065	0.0592779	0.0598759	0.0382158	0.0569912	0.00963002	0.0753879	0.164422	0.0325522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.0acd5931-0b73-476b-8e24-3d3f33e51c4f.fc.signal	0.359271	1.13434	0.382763	0.888318	0.211452	0.160004	0.239725	0.526929	0.340329	0.877216	0.993709	0.410501	0.958669	0.855996	0.344567	0.649659	1.62895	1.72931	1.02772	0.181754	0.360505	0.181412	0.513806	0.364109	0.368169	0.595308	0.404825	1.17246	1.55446	0.615591	0.0503143	0	0	0	0	0	0	0	0.473249	0	0.0334732	0.958647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.b1de3550-d0dc-4d1f-9668-59472acd9883.fc.signal	0	0	0.118993	0.0364606	0.0140813	0.156736	0	0	0	0	0	0	0	0.0446323	0.167719	0.00265453	0.211607	0.0854299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.74873598-9018-4803-a8ce-54f43ecccce7.fc.signal	0.506732	1.07629	1.76338	1.98665	0.985167	1.15209	0.766242	0.637131	0.00924813	0.100189	1.16402	1.7079	0.0462384	0	0.399848	1.94943	0.353215	0.474524	0.349121	0.966706	1.08304	0.0297952	0	0	0.507131	1.20832	0.722533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.7866bc38-19c8-460a-b9f2-0b2f5c3d0dca.fc.signal	0.40353	0	0	0.504495	0.996002	1.8293	0.270238	0.037533	1.22226	2.195	0.676681	0	0	0	0	0.217691	1.12599	0.0075066	0	0	0	0	0.230417	0.559715	0.439977	0.791442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.bdb135f7-e7e7-45ee-919a-f8d9bc37c43a.fc.signal	0.224608	0.312282	0.43838	0.162547	0.201951	0.692462	0.598936	0.461033	0.55462	0.251144	0.217714	0.142844	0.425569	0.279777	0	0.0236432	0.124127	0.125112	0.0226581	0	0	0.391092	0.199979	0.174369	0.202897	0.213181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.da4bf662-fef1-4043-a7b2-c71c32b5538b.fc.signal	0.18609	0.5441	0.337446	0	0	0	0	0	0.259165	0.436465	0.376039	0.0458669	0	0	0	0	0.28555	0.144629	0.0682077	0.110375	0.180447	0.274453	0.576479	0.948849	0.301842	0.0617101	0.240678	0.0750306	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631068
