	chr5:95650617-95650676	chr5:95650677-95650766	chr5:95650767-95650916	chr5:95650917-95651066	chr5:95651067-95651106	chr5:95651107-95651216	chr5:95651217-95651366	chr5:95651367-95651516	chr5:95651517-95651666	chr5:95651667-95651746	chr5:95651747-95651816	chr5:95651817-95651966	chr5:95651967-95652116	chr5:95652117-95652266	chr5:95652267-95652416	chr5:95652417-95652566	chr5:95652567-95652716	chr5:95652717-95652766	chr5:95652767-95652866	chr5:95652867-95652936	chr5:95652937-95653016	chr5:95653017-95653166	chr5:95653167-95653316	chr5:95653317-95653466	chr5:95653467-95653516	chr5:95653517-95653616	chr5:95653617-95653766	chr5:95653767-95653916	chr5:95653917-95653976	chr5:95653977-95654066	chr5:95654067-95654216	chr5:95654217-95654366	chr5:95654367-95654516	chr5:95654517-95654666	chr5:95654667-95654816	chr5:95654817-95654966	chr5:95654967-95655116	chr5:95655117-95655266	chr5:95655267-95655416	chr5:95655417-95655566	chr5:95655567-95655714	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.55c580e9-33d1-47be-8555-14db2907a656.fc.signal	1.65218	2.01589	0.221216	0	0.529022	1.34091	0.791782	1.84771	0.673411	1.01782	1.00236	1.45532	1.72266	1.87454	2.51677	0.547213	0.541519	1.03515	0.942485	0.980068	0.154564	0.891008	1.3961	0	0	0.211967	0.581868	1.55177	2.29807	2.28648	0.57914	0	1.83406	0.616298	0	0	0	0	0	0.272237	1.5992	0.356643
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aac7e4a9-da4f-4f24-8b37-ec261c55025e.fc.signal	0.383582	1.40632	1.49132	0.661023	0.313085	0.283084	0.367792	0.972859	0.700043	0.545965	0.458401	0	0	0	0.822027	0.743391	0.454592	0.793155	0.737785	0.49606	0.516604	0.300101	0	0	0.125789	0.66772	0.861818	0.34424	0.604119	0.69968	0.547794	0.245947	0	0	0	0	0	0	0.376095	0.272503	0	0.213953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.43e52f53-9251-4460-b822-3522af489eae.fc.signal	0.559115	0.505846	0.589156	0.817446	0.126239	0	0	0	0	0	0	0.228209	1.84818	1.03751	1.12551	0.0860488	0	0	0.028053	0.541152	0.5612	0.242699	0.472499	0.143511	0	0	0.489683	0.236572	0	0.671735	1.37162	0.119144	0	0	0	0.0740625	0.58764	0.153213	0.270339	0.238606	0.584712	0.405172
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.d1151f44-0503-431c-bfe2-499fbc35c555.fc.signal	0.669582	0.923907	0.605977	0.314887	0.16943	0.126037	0.772004	0.795191	0.208192	0	0	0.0032426	0.253088	0.218331	0.281807	0.280054	0.340578	0.484317	0.267342	0.281207	0.201614	0.300673	0.560363	0.776983	0.314353	0.155638	0.698879	0.649712	0.475567	0.565118	0.383195	0.344142	0.545802	0.0931949	0	0.0581838	0.278697	0.287971	0.349255	0.599831	0.37991	0.211155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.c90cd691-f9f9-4d3d-8121-396fdd749845.fc.signal	0	0	0.00769947	0.80844	0.700167	1.50139	1.04712	0.531263	0.277181	0.57746	0.309352	1.60918	0.713533	1.41883	0.309903	1.04102	0.356215	0.500841	0.273278	0.311976	0.40059	0.590202	1.15426	1.29011	0.0057746	0.144365	0.519714	0.0461968	0.46678	1.55913	1.90753	0.00384973	0.104317	1.04362	1.31792	0.357921	1.06726	0.654113	0.267909	0.337179	0.283154	0.438849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001851.4.5e272f7c-8fae-451e-b602-8f58a446c757.fc.signal	0.331815	0.331086	0.0221613	0	0	0	0.241343	0.655788	0.639537	0.325533	0.242395	0.138122	0.617745	0.562745	0.42851	0.52151	0.370471	0.316672	0.452964	0.551159	0.946709	0.573954	0.654252	1.57002	1.62896	1.35786	1.06481	0.349086	0.324127	0.233072	0	0	0	0.236235	0.163724	0	0.26262	0.465703	0.193303	0.0375896	0.19115	0.542587
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.0dede2f1-96bf-4b8c-be31-6e377ad3e4f5.fc.signal	1.8946	2.10421	1.53654	0.402164	0	0	0	0	0.280365	0.549719	0.58362	0.51296	0.559963	0.649805	1.01588	0.95066	0.486625	0.24031	0.0523478	0.129574	0.372788	0.334659	0.166078	0.157385	0.283053	0.214482	0.257276	0.314854	0	0	0	0	0.248325	0.392514	0	0.564093	0.637616	0.499192	0.384077	0.440307	0.50346	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.9e5db108-fb6f-41e3-a18b-d6050acde8c3.fc.signal	0.998494	0.512408	0.105499	0.182412	0.45212	0.581621	1.36847	0.779197	0.3798	0.638666	1.00762	1.3398	0.533097	0.658797	0.460525	0.754579	1.23882	0.815892	0.563409	0.243748	0.0765168	0.845914	0.223953	0.16767	0.245436	0.30787	0.0207504	0	0	0	0	0	0	0.211016	0.71891	0.460889	0.795447	0.567458	0.274468	0.202405	0.0207346	0.448399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000231.3.493a772e-0001-4655-973c-6fca5dd7388d.fc.signal	0	0	0.0860179	0.269368	0.346183	0.0640245	0.304872	0.801867	0.430984	0.0189525	0	0	0	0	0	0	0	0	0.0860265	0.46701	0.49159	0.430959	0.452456	0.175279	0.0306558	0.116357	0.136541	0.141533	0.226172	0.185957	0.0670598	0	0	0	0	0	0	0	0	0	0	0.493274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.6c69236e-c3b7-44e9-b4df-92ecc399b775.fc.signal	0	0.036252	0.517744	0.678142	0.277634	0.0966652	0.0077336	0.709747	0.622379	0.437151	0.471297	0.196726	0	0.0438379	0.483457	0.657552	0.988126	0.934914	0.63954	0.515011	0.933022	0.658584	0.289914	0.413103	0.405935	0.359464	0.269691	0.308981	0.196306	0.327808	0.518513	0.401195	0.0384766	0.204766	0.371815	0.0601426	0.374814	0.422518	0.236812	0.0146341	0	0.25969
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.e316ad9c-1f84-480c-89f4-3d52adaa02fd.fc.signal	0.72984	0.129749	0.76903	0.364778	0	0	0.27061	1.1361	0.849547	0.739816	0.813244	0.38896	1.29715	0.160578	0.636817	1.65071	0.748068	1.35763	2.8028	2.67975	1.16783	0.048656	0.253011	1.69825	1.7226	0.591183	0.72984	0.138507	1.12701	2.20053	1.28934	0	0	0	0	0.593643	1.2765	0.600162	0.203594	0.789436	0.709715	0.504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.ec015f8f-ae48-4714-af9a-4349b955d07f.fc.signal	0.31077	0.392241	0.647265	0.414472	0.592467	0.993081	0.77319	0.108955	0.504753	0.0730977	0	0.146192	0.582159	1.50933	0.846581	1.70087	0.816343	0.701728	0.59274	0.0866001	0.346563	0.300834	0.766678	1.29475	0.788009	1.3298	0.593341	0.491461	0.657014	0.712022	0.334756	0.302355	0.19047	0.21943	1.58563	1.51553	1.21119	0.0877933	0.714382	1.11573	0.219195	0.42069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.9c1223d8-1c7e-48a7-80b8-13425cae848a.fc.signal	0.268503	0	0	0	0.101876	0.482254	0.396657	0.325776	0.619162	1.50061	0.51578	0	0.0629539	0.463	0.300865	0.197669	0	0	0.0839397	0.633924	0.83115	0.169257	0.246261	0.795551	0.764856	0.356264	0	0	0	0	0	0	0.161977	1.2728	0.578035	0.39981	0.483212	0.591194	1.18435	0.576172	0.065982	0.308271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.5dfb9b40-6b47-44fd-9ffc-ba05e31611c9.fc.signal	0.217487	0.192467	0.169043	0.177676	0	0	0.0955021	0.263635	0.396224	0.544478	0.36991	0.0105394	0.107138	0.178469	0.116165	0.193892	0.26984	0.402773	0.333182	0.166251	0.0762171	0.13307	0.798243	1.04539	0.738864	0.415005	0.205733	0.494884	0.58449	0.499388	0.367516	0.192489	0.0492422	0.330962	0.412678	0.157178	0.156386	0.0750059	0.477112	0.754769	0.490922	0.22549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.50048c67-3126-4929-baee-51f09f7d6142.fc.signal	0	0	0	0	0	0.0792185	0.71022	1.13407	0.405785	0.551194	0.323649	0.207564	1.23084	0.886315	0.482542	0.688085	0.472228	0	0	0.00927857	0.528024	0.582557	0.48111	0.267182	0.515051	0.623743	0.699911	0.881541	0.00725067	0.0169159	0.430527	0.855175	0.641265	0.308781	0.470215	0.563057	1.07393	0.63856	0.431052	0.0113053	0.150616	0.289855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.ff801444-0867-45f5-9fff-5a6333e09e53.fc.signal	0.321854	0.50733	0.520315	0.0818985	0.510736	0.721756	0.369559	0	0.0332236	0.426972	0.498839	0.0502028	0.296317	0.16335	0	0.0498352	0.837846	0.40697	0	0	0.337065	0.359497	0	0.193677	0.444234	0.270475	0	0	0	0	0	0	0	0	0.140055	0.755657	0.165136	0.149971	0.402239	0.26102	0.108639	0.475309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.3a6ae66a-e132-4cd3-9cf1-43065af659e9.fc.signal	0.402538	0.495733	0.451438	0.511516	0.387827	0.592334	0.844294	0.150405	0.386092	0.556539	0.182896	0.22065	0	0.116139	0.194495	0.32472	0.193897	0	0	0	0	0.364642	0.366504	0.578574	0.445674	0.476714	0.564165	0.291495	0	0.460673	1.72056	1.17861	0.605533	0.922529	0.87241	0.219454	0.872494	0.200376	0.286938	0.919829	0.375152	0.397436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.3137130d-66f1-4e77-a703-3df294bfa529.fc.signal	0	0	0	0	0	0	0.571934	0.660782	0.326464	0	0	0	0.186115	0.0990472	0	0.194399	0.359113	0	0	0	0.5489	0.300351	0.129844	0.442417	0	0	0	0	0	0	0.201855	0.170406	0.0157392	1.28054	0.684624	0	0	0	0.06558	0.443312	0.0575181	0.461538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	1.37885	1.56981	0.282694	0.141061	0.333806	0.202084	0.171018	0.550318	0.00850587	0	0	0	0	0.0474339	0.176898	0.121265	0.138796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130681	0.482198	0.13626	0	0.552025	0.158054	0.308804	0.311682	0.397778	0.27241	0.072224	0.437186
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.455df784-1bb9-4cc0-95a0-4a32fe765d2d.fc.signal	0.295587	0.596706	0.860922	0.170657	0.3346	0.106471	0	0.488603	0.99726	0.77387	0.642926	0.210837	0.33574	0.230936	0.311192	0.308965	0.168463	0.487878	0.766364	0.525469	0.514464	0.592682	0.563332	0.500514	0.546782	0.98235	0.335359	0	0	0.1446	0.373265	0.0357	0.032364	0.118296	0.097092	0.0647253	0.602074	0.31181	1.24897	1.09554	0.40693	0.588235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.8287380a-c247-4b2d-a6eb-3f6b62935eeb.fc.signal	0.60761	0.57314	0	0	0	0	0.622181	1.32787	0.405529	0	0.0793054	1.6994	0.63446	0.275061	0.841525	0.522764	0.0883895	0.285524	0.329836	0	0.161855	0.657112	0.241112	0.298763	0.328129	0.523602	0.0736655	0.544517	0.787294	0.331039	0.31666	0.865081	0.485891	0.639716	1.25801	0.953372	0.458036	2.07503	2.61891	0.376183	1.66034	0.458647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.8e681a4e-cecf-493b-b8f7-5ee138ef396e.fc.signal	0.676629	1.09836	1.12866	0.499293	0.424477	0.469409	0.542704	0.852705	1.25579	0.636682	0.84053	0.893021	0.657447	0.751953	0.846522	1.80001	1.86821	0.962733	0.444247	0.176104	1.39248	1.39382	0.0666758	0.136453	1.0977	1.49536	0.392283	0.483782	0.73263	1.42635	1.10699	0.993757	1.29149	0.836422	1.66672	0.269804	0.947306	0.770566	1.17059	1.97227	4.38413	0.45
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.271e563a-c6d5-4ee3-a33b-ac24715ad186.fc.signal	0	0.254369	0.336399	0.652917	0.746661	0.628115	0.0938585	0	0	0	0	0	0	0	0	0	0.491162	1.50833	2.1965	2.30373	2.33289	1.2442	0.7671	0.963589	0.812191	0.677376	0.376336	0.29943	0.382684	0.379349	0.00173167	0	0	0	0	0	0	0	0.273391	0.6951	0.789012	0.296422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.946d9db5-c2ec-4c13-9689-dc803ab18892.fc.signal	0.500544	0.735089	0.9732	1.38273	0.255107	0	0.0808093	0.615858	0.435124	0.0921066	0	0.094935	0.307277	0.0756291	0.230402	0.192833	0.52996	1.00432	1.12464	0.383896	0.96189	0.960906	0.467733	0.501529	0.0608958	0.335473	0.492876	1.19955	0.420153	1.47819	0.914138	0.442675	1.36571	1.37391	1.67541	0.671408	1.2506	0.577253	0.675606	0.507224	0.136217	0.401961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.c0dc13ea-ece0-417c-9088-4e9c05767179.fc.signal	0	0	0	0	0	0.507606	0.556425	0.680618	0.539852	0.934178	0.667045	0.134474	0.597041	1.21713	0.569719	0.571913	1.18883	1.82903	2.54429	2.01725	0.849689	0.10381	0.759978	0.7818	0.205166	0.0709622	0.713933	0.0583021	0	0	0.492039	0.207005	1.23857	1.41166	0	0.177726	1.05475	1.89053	0.408303	0.557497	1.26161	0.337176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.d16ca01b-df2f-4c07-a1a8-144b866b6330.fc.signal	0.870397	0	0	0	0	0	0	0	1.08031	1.33783	0.0822	0.0366519	0.81414	1.29869	0.405141	0.52062	1.39073	0.493186	0.0849363	0.541025	0.268025	0.316196	0.230643	0.602889	1.83872	2.24237	0.694948	0.69497	1.86866	1.32431	0.337531	0.603158	0.314691	0	2.42235	0.327807	0.452369	0.448074	0.308574	1.27388	0.176269	0.136986
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.53290f93-d602-40f3-94de-10c56c625511.fc.signal	0.860555	0.880527	0.550213	0.229465	0.248754	0.308432	0.282835	0.414483	0.502214	0.483797	0.242881	0.260541	0.605935	0.351695	0.212552	0.132667	0.165764	0.0115168	0	0.166039	0.352059	0.294982	0.334615	0.658906	0.544282	0.503707	0.619085	0.815155	0.713925	0.652397	0.349068	0.304965	0.402284	0.509514	0.480444	0.222718	0.367512	0.295331	0.190128	0.163892	0.215844	0.266667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.58df05be-1225-4fa7-a2b4-32d2d5f1b802.fc.signal	0.3186	0.378069	0.21772	0.284536	0.63702	1.01636	1.05538	0.49141	0.594728	0.76942	0.612459	0.413574	0.284625	0	0	0.375673	1.32378	0.052058	0.843472	1.46424	1.00598	0.478563	0.648313	0.647132	0.622675	0.505756	0.325584	0.293112	0	0.436378	0.650655	0.82513	0.60824	0.736145	1.67439	0.47539	0.636601	0.111731	0.623995	0.485474	0.0979222	0.385281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.d30ba9b4-7d2d-48aa-b02d-99eb8d60aa7d.fc.signal	0	0.192045	0.39917	0.404156	0.343011	0.470902	0.442185	0.648599	0.596961	0.277467	0.175337	0	0	0	0	0	0.362169	0.52237	0.52237	0.194006	0.195889	1.03776	1.62456	1.72206	1.88793	0.974819	0.498067	0.246181	0.00624067	0	0	0	0	0	0	0	0	0.0748601	0.457933	0.412653	0.0299958	0.566667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.819459d2-9d3b-4d27-8783-172661f9c0c5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167752	0.334803	0.306485	0.110869	0	0.0189816	0.0905655	0.101113	0	0	0	0	0	0	0	0	0.0462232	0.154483	0.175162	0.0255444	0	0	0.284508	0.350791	0	0.394444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.59d957d1-1698-4164-ba42-8458fa8d6784.fc.signal	0.066766	0	0	0.242577	0.396422	0.394433	0.409893	0.435586	0.630769	1.44626	1.30919	0.501771	1.00815	0.719866	0.694163	1.47106	2.46744	2.13171	1.68201	1.61282	1.66224	1.262	1.97564	1.73382	1.27521	1.01998	0.283635	0.556747	0.828815	0.52418	0.93645	1.35744	0.831432	0.612419	0.316288	1.04009	0.512278	0.736622	1.23439	0.586649	0.478069	0.102564
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.363f53ef-d108-4b4c-9b78-21b7e518a941.fc.signal	3.56049	3.48846	2.66425	0.394583	1.24012	2.24229	0.988302	0.0254226	0.652145	1.5076	2.05818	1.28595	1.66048	0.925296	0.479678	1.81793	0.869876	0.685496	0.497422	0.44524	0.685757	0.874566	1.12703	1.20449	0.991425	0.211114	0	0	0	0.084742	0.868945	0.941753	0.246466	0	0.0526111	1.68243	2.44851	1.63091	2.29404	4.40255	3.09731	0.25
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	0.419493	0.415573	0.34814	0.236798	0	0	0	0	0	0	0	0	0.429959	0.440062	0.341642	0.0094092	0	0.221116	0.893866	0.782976	0.0588075	0.243513	0.766583	0.538955	0	0	0	0	0	0.0496597	0.776252	0.260321	0	0	0	0	0	0	0	0	0	0.391304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.a83deafa-f81d-438b-9dcb-0637f2454600.fc.signal	0.792823	0.0622778	0	0.139083	0.31138	0.682027	2.36389	0.614358	0.302583	0.603502	0.0400909	0.221115	0.989654	0.191955	0	0.316143	0.130956	0.444166	1.13366	1.21059	0.773384	0.74469	0.946805	0	0	0	0	0	0.301538	1.01053	0.944678	0.883192	1.57124	2.45664	1.80383	0.906721	0.802276	0.60051	0.400092	0.573111	1.5086	0.313953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.0ab311fb-65be-4049-8c99-b5e3d0b121fe.fc.signal	0.375349	0.515976	0.77744	1.01775	0.969906	0.895742	0.167645	0.351232	0.410604	0.00575925	0	0.191567	0.763135	0.605333	0.146492	0.291368	0.682615	0.719639	0.540907	0.710696	0.56144	0.653626	0.565054	0.815138	0.823799	0.493434	0.258368	0.760019	0.821959	0.935835	0.543115	0.187569	0	0	0	0	0	0	0	0.151334	1.13076	0.679612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.411f7ec7-d6f4-4c6e-811f-d293f4c79591.fc.signal	0	0	0	0	0	0.674832	0.25376	0	0	0	0	1.35715	0.355172	0	1.00096	1.4517	0.205836	0	0.0504396	0.647141	1.26483	0.516764	0.117388	0.581209	0.0579148	0.399586	0.68182	0.744616	1.15824	1.08376	1.02965	0.1789	0	0	0	0	0.411852	0.70691	0.0551635	0	0.326155	0.314286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.733524dc-1168-46fe-ac14-03e518cd0f4e.fc.signal	0	0	0.57381	0.839351	0.674479	0.902161	0.588342	0.221543	0.274131	0.361511	0.102298	0.390253	0.665817	1.09894	0.802221	0.618838	0.310241	0.667262	0.623188	0.550704	0.595895	1.07295	1.27785	0.736473	1.11512	1.78608	1.49995	1.66917	1.50265	0.433884	0.547995	0.137056	0.0019688	0.363855	1.37665	0.671893	1.17642	1.06429	1.06867	1.09638	1.47946	0.431535
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.aae17e68-77f6-4d45-a8c2-71b0865bfd19.fc.signal	0.463208	1.08515	0.64867	0	0	0.285678	0.796743	0.875801	1.1809	0.219695	0.659545	0.724912	0.759337	0.54184	0.589236	1.54213	1.93116	1.95887	1.5004	0.515014	0.163823	0	0.823121	1.2109	1.1651	1.60452	1.56673	1.37738	0.930816	1.4074	1.08707	0.773578	0.568657	0.724327	0.2876	0.95867	0.804216	0.133148	0.505966	1.57649	1.59242	0.461538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.cbbfbda4-4a4e-451f-a5c3-2c1007efa9f8.fc.signal	0.233943	0.578091	0.612629	1.23314	1.55188	1.18371	0.25929	0.905712	2.32082	1.43338	0.411258	0	0	0	0	0	0	0	0	0	0	0	0	0.249928	1.56501	1.4981	0.805932	0.602082	0.530518	0.195051	0	0	0	0	0	0	0	0	0	0	0	0.432787
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.e4d29289-880a-4702-8b8e-f0c84a4fa7ab.fc.signal	0.680701	0.824272	0.183388	0	0	0	0.0778045	0.683749	0.163508	0.359564	0.41681	0.705739	1.28268	0.0966731	0	0.0639109	0.41681	0.100034	0	0.106335	0.363945	0.206135	0.636074	1.28704	0.416751	0	0	0	0	0	0.307024	0.205626	0	0.0472385	0.44181	0.811258	0.858492	0.755897	0.161167	0	0.248415	0.748466
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.f5651615-e1a0-4ca6-b62c-507789eb8f29.fc.signal	0.163164	0.391353	0.145963	0	0	0.371659	0.169679	0.203204	0.701862	0.46946	0.994462	1.4207	1.76129	0.379279	0.423429	0.234054	0.710237	1.37626	0.749907	0.374575	0.337019	0.254236	0.783978	0.917947	0.603652	0.438408	0.0289947	0.346441	0.341872	0.286339	0.130904	0.235814	0.238184	0.103408	0.253984	0.256997	0.420397	0.807865	0.400828	0	0	0.416216
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.fa965d5e-3212-42b6-831c-bef0d8c34b17.fc.signal	0.0112082	0.0819199	0.115719	0.0794701	0	0.0461476	0.234847	0.845384	0.846189	0.424972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112309	0.863595	1.80379	1.94651	1.22902	0.763916	0.740851	0.481672	0.0992439	0	0	0	0	0	0	0	0	0	0.340909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.69143b2f-256b-4fb5-8772-ed12e76151da.fc.signal	1.16259	1.52382	1.71142	0.959806	0.536869	0	0.677224	0.262693	0.13723	0.329153	0.369155	1.24932	0.36442	0.68	0	0	0.426468	1.35944	1.1039	0.624542	0.282532	0.283039	1.22444	1.16793	1.01588	0.307466	0.748989	0.747293	0.430752	0.479701	0.0815579	0	0.432775	1.01411	0.169215	0.372759	1.90332	1.5097	2.00739	1.13057	0.813221	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.1c0ae950-3455-41eb-9b58-0960e680afcb.fc.signal	0	0.0274683	0.303834	0.235399	0	0	0	0	0	0	0	0.0210804	0.272264	0.177565	0.014734	0.319723	0.5201	0.432603	0.260134	0	0.0991485	1.00099	0.859839	0.161767	0.655815	0.948123	1.0002	0.568554	0	0.157163	0.287281	0.431697	0.0574626	0	0	0	0.0333487	0.351469	0.605218	0.323789	0.479567	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.1a3a09f8-b5c3-470d-84e4-3495b32d631e.fc.signal	0.385799	0.74655	0.164984	0	0	0.0271484	1.40624	0.067197	0.17307	0.60843	0.365298	0.0679744	0	0	0	0	0.0138612	0.49336	0.601618	0.111849	0	0.30382	0.354887	0.44777	0.266351	0.307434	0.00693067	0.210724	0.360847	0	0	0	0	0.0398176	0.527658	0.179179	0.731539	0.873507	0.262797	0.596811	0.866245	0.423313
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.b95e5419-47c1-4594-b280-863f31043d11.fc.signal	0.359334	0.274321	0.233128	0.404886	0.514721	0.378369	0.0602491	0.246287	0.26299	0	0	0	0	0	0	0.136271	0.40479	0.469539	0.918742	1.13618	1.21173	0.373688	0.249615	0.770545	1.19265	1.16093	1.44114	1.3163	0.432919	0.19326	0.0449247	0	0	0	0	0	0	0	0	0	0	0.401869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.7ab9b0e8-c023-4a55-9a01-21d8f6cb210d.fc.signal	0	0	0.0843725	0.380683	0.441374	0.0432676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010653	0.224267	0.3196	0.148542	0	0	0	0	0	0	0	0	0	0	0	0.324786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.50fc97e1-0220-4c83-aa32-85522d924312.fc.signal	0.633025	1.09891	1.00831	1.49347	1.92026	0.66687	0.860173	1.42933	0.589073	0.506146	0.324198	0.310666	0.705588	0.450712	0.857663	1.16717	0.836478	1.47827	0.622012	0.919954	0.637015	0.417316	0.0673959	0.316412	0.540952	0.923311	0.69948	0.504199	1.02607	1.10502	1.52378	1.18246	1.57915	1.44566	0.914074	0.587002	2.1277	1.00547	0.763298	0.323134	0.763843	0.486726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.11fd9eb8-5b6f-4afa-840d-cc789a772b00.fc.signal	0.245732	0.835936	0.261932	0	0	0	0	0.627716	0.618993	1.01294	0.355382	0	0	0	0.0716039	1.11669	0.183953	0	0	0	0.213898	1.42901	1.55571	0.741974	0.237334	0.896306	1.38717	0.349558	0.344063	1.12553	1.17343	0.0316661	0	0	0	0.0777258	0.716686	1.8795	0.778643	0.210426	0.957121	0.276753
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.22afc339-aa57-4348-9679-f9a245c12a76.fc.signal	0	0	0	0	0	0	0.0306526	1.29353	0.428394	0	0	0	0	1.25153	0.363347	0.31849	2.0365	2.39532	3.26998	1.88917	0.555375	1.13277	0.269513	0	0	0	0.399241	0.585814	0	0	0	0	0	0	1.13041	0.484464	0	0	0	0.339346	0.43191	0.47619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.a1ddaa09-18ba-4555-a461-058f1eac9ae3.fc.signal	1.07917	0.674189	0.380892	0.147914	0.155442	0.675681	0.660386	0.838301	0.906052	0.565992	0.815166	0.658095	0.628177	0.564125	0.855034	1.07789	1.0067	0.21264	0.250833	0.333456	0.571444	0.804759	0.388869	0.599419	1.34449	1.37692	0.44713	0.536715	0.478139	0.438905	0.614399	0.913202	1.36575	0.886229	0.663384	0.597533	0.590479	1.22977	1.36333	0.799452	0.246128	0.345029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.82ef0c36-7b61-4b64-b8e1-14bf6bf0194e.fc.signal	1.15083	0.682563	1.14607	0.834948	0	0.324689	0.269852	0	0	0	0.142863	0.857966	0.0497381	0.0717011	0.987419	1.22949	1.39964	0.73835	0.0177285	0	0.318485	0.261983	0.0814689	0.861662	1.83816	1.60958	0.971459	0.876218	0.418567	0.878813	0.259685	0	0.733935	0.504833	0.584542	0.142866	0.238108	0.242405	1.1328	2.43236	2.86814	0.324074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.a0d823a7-1e88-4910-940e-c86d0948985d.fc.signal	0	0.139382	0.31306	0	0	0	0	0	0.176153	0.253081	0.0905193	0.691351	1.08373	1.28255	0.66668	0.0413605	0.155413	0.474437	1.21874	1.07626	0.88866	0.739687	0.392747	0.0122985	0	0.198251	0.259757	0.0861193	0.314795	0.292027	0.54995	0.611604	0.284205	0.690225	0.0390667	0	0	0.176798	0.456325	0.785698	0.684939	0.449102
